Indicator,Year,Geography,Cases,Rate per 100000,Population
Estimated HIV incidence,2015,Alaska,Data not available,Data not available,NA
Estimated HIV incidence,2016,Alaska,Data not available,Data not available,NA
Estimated HIV incidence,2015,Delaware,Data not available,Data not available,NA
Estimated HIV incidence,2016,Delaware,Data not available,Data not available,NA
Estimated HIV incidence,2016,Hawaii,Data not available,Data not available,NA
Estimated HIV incidence,2011,Idaho,Data not available,Data not available,NA
Estimated HIV incidence,2012,Idaho,Data not available,Data not available,NA
Estimated HIV incidence,2013,Idaho,Data not available,Data not available,NA
Estimated HIV incidence,2014,Idaho,Data not available,Data not available,NA
Estimated HIV incidence,2015,Idaho,Data not available,Data not available,NA
Estimated HIV incidence,2016,Idaho,Data not available,Data not available,NA
Estimated HIV incidence,2016,Iowa,Data not available,Data not available,NA
Estimated HIV incidence,2016,Kansas,Data not available,Data not available,NA
Estimated HIV incidence,2013,Maine,Data not available,Data not available,NA
Estimated HIV incidence,2014,Maine,Data not available,Data not available,NA
Estimated HIV incidence,2015,Maine,Data not available,Data not available,NA
Estimated HIV incidence,2016,Maine,Data not available,Data not available,NA
Estimated HIV incidence,2015,Nebraska,Data not available,Data not available,NA
Estimated HIV incidence,2016,Nebraska,Data not available,Data not available,NA
Estimated HIV incidence,2012,New Hampshire,Data not available,Data not available,NA
Estimated HIV incidence,2013,New Hampshire,Data not available,Data not available,NA
Estimated HIV incidence,2014,New Hampshire,Data not available,Data not available,NA
Estimated HIV incidence,2015,New Hampshire,Data not available,Data not available,NA
Estimated HIV incidence,2016,New Hampshire,Data not available,Data not available,NA
Estimated HIV incidence,2011,Montana,Data not available,Data not available,NA
Estimated HIV incidence,2012,Montana,Data not available,Data not available,NA
Estimated HIV incidence,2013,Montana,Data not available,Data not available,NA
Estimated HIV incidence,2014,Montana,Data not available,Data not available,NA
Estimated HIV incidence,2015,Montana,Data not available,Data not available,NA
Estimated HIV incidence,2016,Montana,Data not available,Data not available,NA
Estimated HIV incidence,2010,North Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2011,North Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2012,North Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2013,North Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2014,North Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2015,North Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2016,North Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2015,Rhode Island,Data not available,Data not available,NA
Estimated HIV incidence,2016,Rhode Island,Data not available,Data not available,NA
Estimated HIV incidence,2010,South Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2011,South Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2012,South Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2013,South Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2014,South Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2015,South Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2016,South Dakota,Data not available,Data not available,NA
Estimated HIV incidence,2012,West Virginia,Data not available,Data not available,NA
Estimated HIV incidence,2015,West Virginia,Data not available,Data not available,NA
Estimated HIV incidence,2016,West Virginia,Data not available,Data not available,NA
Estimated HIV incidence,2010,Vermont,Data not available,Data not available,NA
Estimated HIV incidence,2011,Vermont,Data not available,Data not available,NA
Estimated HIV incidence,2012,Vermont,Data not available,Data not available,NA
Estimated HIV incidence,2013,Vermont,Data not available,Data not available,NA
Estimated HIV incidence,2014,Vermont,Data not available,Data not available,NA
Estimated HIV incidence,2015,Vermont,Data not available,Data not available,NA
Estimated HIV incidence,2016,Vermont,Data not available,Data not available,NA
Estimated HIV incidence,2010,Wyoming,Data not available,Data not available,NA
Estimated HIV incidence,2011,Wyoming,Data not available,Data not available,NA
Estimated HIV incidence,2012,Wyoming,Data not available,Data not available,NA
Estimated HIV incidence,2013,Wyoming,Data not available,Data not available,NA
Estimated HIV incidence,2014,Wyoming,Data not available,Data not available,NA
Estimated HIV incidence,2015,Wyoming,Data not available,Data not available,NA
Estimated HIV incidence,2016,Wyoming,Data not available,Data not available,NA
HIV diagnoses,2016,California,"5,116",15.6,"32,749,710"
HIV deaths,2016,California,"1,702",5.2,"32,749,710"
HIV prevalence,2016,California,"126,129",385.1,"32,749,710"
AIDS diagnoses,2016,California,"2,201",6.7,"32,749,710"
AIDS deaths,2016,California,"1,403",4.3,"32,749,710"
AIDS prevalence,2016,California,"70,547",215.4,"32,749,710"
Estimated HIV incidence,2016,California,"5,300",16.2,"32,749,710"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,California,"145,900",445.4,"32,749,710"
HIV diagnoses,2015,California,"5,095",15.7,"32,466,666"
HIV deaths,2015,California,"1,699",5.2,"32,466,666"
HIV prevalence,2015,California,"122,283",376.6,"32,466,666"
AIDS diagnoses,2015,California,"2,199",6.8,"32,466,666"
AIDS deaths,2015,California,"1,408",4.3,"32,466,666"
AIDS prevalence,2015,California,"69,569",214.3,"32,466,666"
Estimated HIV incidence,2015,California,"5,100",15.8,"32,466,666"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,California,"142,300",438.1,"32,466,666"
HIV diagnoses,2014,California,"5,165",16.1,"32,140,909"
HIV deaths,2014,California,"1,641",5.1,"32,140,909"
HIV prevalence,2014,California,"118,551",368.8,"32,140,909"
AIDS diagnoses,2014,California,"2,062",6.4,"32,140,909"
AIDS deaths,2014,California,"1,388",4.3,"32,140,909"
AIDS prevalence,2014,California,"68,599",213.4,"32,140,909"
Estimated HIV incidence,2014,California,"5,300",16.4,"32,140,909"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,California,"138,800",431.9,"32,140,909"
HIV diagnoses,2013,California,"4,696",14.8,"31,784,048"
HIV deaths,2013,California,"1,612",5.1,"31,784,048"
HIV prevalence,2013,California,"115,702",364,"31,784,048"
AIDS diagnoses,2013,California,"2,508",7.9,"31,784,048"
AIDS deaths,2013,California,"1,345",4.2,"31,784,048"
AIDS prevalence,2013,California,"68,480",215.5,"31,784,048"
Estimated HIV incidence,2013,California,"4,900",15.3,"31,784,048"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,California,"135,200",425.3,"31,784,048"
HIV diagnoses,2012,California,"5,222",16.6,"31,445,334"
HIV deaths,2012,California,"1,560",5,"31,445,334"
HIV prevalence,2012,California,"112,907",359.1,"31,445,334"
AIDS diagnoses,2012,California,"2,752",8.8,"31,445,334"
AIDS deaths,2012,California,"1,309",4.2,"31,445,334"
AIDS prevalence,2012,California,"67,511",214.7,"31,445,334"
Estimated HIV incidence,2012,California,"5,100",16.1,"31,445,334"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,California,"131,900",419.6,"31,445,334"
HIV diagnoses,2011,California,"5,086",16.4,"31,095,907"
HIV deaths,2011,California,"1,616",5.2,"31,095,907"
HIV prevalence,2011,California,"109,514",352.2,"31,095,907"
AIDS diagnoses,2011,California,"2,744",8.8,"31,095,907"
AIDS deaths,2011,California,"1,342",4.3,"31,095,907"
AIDS prevalence,2011,California,"66,282",213.2,"31,095,907"
Estimated HIV incidence,2011,California,"5,100",16.4,"31,095,907"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,California,"128,400",413,"31,095,907"
HIV diagnoses,2010,California,"5,271",17.1,"30,759,895"
HIV deaths,2010,California,"1,548",5,"30,759,895"
HIV prevalence,2010,California,"106,453",346.1,"30,759,895"
AIDS diagnoses,2010,California,"3,103",10.1,"30,759,895"
AIDS deaths,2010,California,"1,281",4.2,"30,759,895"
AIDS prevalence,2010,California,"65,209",212,"30,759,895"
Estimated HIV incidence,2010,California,"5,200",17.1,"30,759,895"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,California,"124,900",406.2,"30,759,895"
HIV diagnoses,2016,Texas,"4,508",19.9,"22,622,943"
HIV deaths,2016,Texas,"1,338",5.9,"22,622,943"
HIV prevalence,2016,Texas,"84,802",374.8,"22,622,943"
AIDS diagnoses,2016,Texas,"2,078",9.2,"22,622,943"
AIDS deaths,2016,Texas,"1,081",4.8,"22,622,943"
AIDS prevalence,2016,Texas,"43,906",194.1,"22,622,943"
Estimated HIV incidence,2016,Texas,"4,300",19,"22,622,943"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Texas,"102,600",453.4,"22,622,943"
HIV diagnoses,2015,Texas,"4,504",20.3,"22,222,872"
HIV deaths,2015,Texas,"1,313",5.9,"22,222,872"
HIV prevalence,2015,Texas,"81,873",368.4,"22,222,872"
AIDS diagnoses,2015,Texas,"2,051",9.2,"22,222,872"
AIDS deaths,2015,Texas,"1,087",4.9,"22,222,872"
AIDS prevalence,2015,Texas,"43,197",194.4,"22,222,872"
Estimated HIV incidence,2015,Texas,"4,400",19.7,"22,222,872"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Texas,"99,600",448.2,"22,222,872"
HIV diagnoses,2014,Texas,"4,422",20.3,"21,788,143"
HIV deaths,2014,Texas,"1,349",6.2,"21,788,143"
HIV prevalence,2014,Texas,"78,461",360.1,"21,788,143"
AIDS diagnoses,2014,Texas,"2,078",9.5,"21,788,143"
AIDS deaths,2014,Texas,"1,118",5.1,"21,788,143"
AIDS prevalence,2014,Texas,"42,204",193.7,"21,788,143"
Estimated HIV incidence,2014,Texas,"4,300",19.7,"21,788,143"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Texas,"96,500",443,"21,788,143"
HIV diagnoses,2013,Texas,"4,340",20.3,"21,362,348"
HIV deaths,2013,Texas,"1,230",5.8,"21,362,348"
HIV prevalence,2013,Texas,"74,903",350.6,"21,362,348"
AIDS diagnoses,2013,Texas,"2,471",11.6,"21,362,348"
AIDS deaths,2013,Texas,"1,049",4.9,"21,362,348"
AIDS prevalence,2013,Texas,"41,034",192.1,"21,362,348"
Estimated HIV incidence,2013,Texas,"4,300",20.2,"21,362,348"
Estimated HIV prevalence (undiagnosed and diagnosed),2013,Texas,"93,600",438,"21,362,348"
HIV diagnoses,2012,Texas,"4,322",20.6,"20,991,239"
HIV deaths,2012,Texas,"1,314",6.3,"20,991,239"
HIV prevalence,2012,Texas,"71,621",341.2,"20,991,239"
AIDS diagnoses,2012,Texas,"2,557",12.2,"20,991,239"
AIDS deaths,2012,Texas,"1,106",5.3,"20,991,239"
AIDS prevalence,2012,Texas,"39,604",188.7,"20,991,239"
Estimated HIV incidence,2012,Texas,"4,400",20.7,"20,991,239"
Estimated HIV prevalence (undiagnosed and diagnosed),2012,Texas,"90,500",431.1,"20,991,239"
HIV diagnoses,2011,Texas,"4,288",20.8,"20,594,976"
HIV deaths,2011,Texas,"1,290",6.3,"20,594,976"
HIV prevalence,2011,Texas,"68,435",332.3,"20,594,976"
AIDS diagnoses,2011,Texas,"2,612",12.7,"20,594,976"
AIDS deaths,2011,Texas,"1,096",5.3,"20,594,976"
AIDS prevalence,2011,Texas,"38,012",184.6,"20,594,976"
Estimated HIV incidence,2011,Texas,"4,400",21.2,"20,594,976"
Estimated HIV prevalence (undiagnosed and diagnosed),2011,Texas,"87,400",424.6,"20,594,976"
HIV diagnoses,2010,Texas,"4,465",22.1,"20,236,435"
HIV deaths,2010,Texas,"1,359",6.7,"20,236,435"
HIV prevalence,2010,Texas,"65,228",322.3,"20,236,435"
AIDS diagnoses,2010,Texas,"2,815",13.9,"20,236,435"
AIDS deaths,2010,Texas,"1,157",5.7,"20,236,435"
AIDS prevalence,2010,Texas,"36,388",179.8,"20,236,435"
Estimated HIV incidence,2010,Texas,"4,400",21.9,"20,236,435"
Estimated HIV prevalence (undiagnosed and diagnosed),2010,Texas,"84,400",416.9,"20,236,435"
HIV diagnoses,2016,Florida,"4,708",26.6,"17,682,564"
HIV deaths,2016,Florida,"2,121",12,"17,682,564"
HIV prevalence,2016,Florida,"108,003",610.8,"17,682,564"
AIDS diagnoses,2016,Florida,"2,239",12.7,"17,682,564"
AIDS deaths,2016,Florida,"1,738",9.8,"17,682,564"
AIDS prevalence,2016,Florida,"58,760",332.3,"17,682,564"
Estimated HIV incidence,2016,Florida,"5,000",28.6,"17,682,564"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,Florida,"125,900",711.9,"17,682,564"
HIV diagnoses,2015,Florida,"4,598",26.5,"17,344,755"
HIV deaths,2015,Florida,"2,092",12.1,"17,344,755"
HIV prevalence,2015,Florida,"105,299",607.1,"17,344,755"
AIDS diagnoses,2015,Florida,"2,179",12.6,"17,344,755"
AIDS deaths,2015,Florida,"1,739",10,"17,344,755"
AIDS prevalence,2015,Florida,"58,217",335.6,"17,344,755"
Estimated HIV incidence,2015,Florida,"4,900",28.2,"17,344,755"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,Florida,"122,900",708.8,"17,344,755"
HIV diagnoses,2014,Florida,"4,498",26.4,"17,017,132"
HIV deaths,2014,Florida,"1,976",11.6,"17,017,132"
HIV prevalence,2014,Florida,"102,071",599.8,"17,017,132"
AIDS diagnoses,2014,Florida,"2,347",13.8,"17,017,132"
AIDS deaths,2014,Florida,"1,664",9.8,"17,017,132"
AIDS prevalence,2014,Florida,"57,395",337.3,"17,017,132"
Estimated HIV incidence,2014,Florida,"4,600",27.2,"17,017,132"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,Florida,"120,100",705.9,"17,017,132"
HIV diagnoses,2016,New York,"2,832",16.8,"16,839,315"
HIV deaths,2016,New York,"1,840",10.9,"16,839,315"
HIV prevalence,2016,New York,"127,934",759.7,"16,839,315"
AIDS diagnoses,2016,New York,"1,605",9.5,"16,839,315"
AIDS deaths,2016,New York,"1,522",9,"16,839,315"
AIDS prevalence,2016,New York,"74,203",440.7,"16,839,315"
Estimated HIV incidence,2016,New York,"3,100",18.6,"16,839,315"
Estimated HIV prevalence (undiagnosed and diagnosed),2016,New York,"141,300",838.8,"16,839,315"
HIV diagnoses,2015,New York,"3,072",18.3,"16,806,581"
HIV deaths,2015,New York,"1,816",10.8,"16,806,581"
HIV prevalence,2015,New York,"126,261",751.3,"16,806,581"
AIDS diagnoses,2015,New York,"1,543",9.2,"16,806,581"
AIDS deaths,2015,New York,"1,485",8.8,"16,806,581"
AIDS prevalence,2015,New York,"74,185",441.4,"16,806,581"
Estimated HIV incidence,2015,New York,"3,400",20.2,"16,806,581"
Estimated HIV prevalence (undiagnosed and diagnosed),2015,New York,"139,900",832.7,"16,806,581"
HIV diagnoses,2014,New York,"3,341",19.9,"16,755,508"
HIV deaths,2014,New York,"1,934",11.5,"16,755,508"
HIV prevalence,2014,New York,"125,283",747.7,"16,755,508"
AIDS diagnoses,2014,New York,"1,632",9.7,"16,755,508"
AIDS deaths,2014,New York,"1,587",9.5,"16,755,508"
AIDS prevalence,2014,New York,"74,554",445,"16,755,508"
Estimated HIV incidence,2014,New York,"3,600",21.3,"16,755,508"
Estimated HIV prevalence (undiagnosed and diagnosed),2014,New York,"138,300",825.7,"16,755,508"
HIV diagnoses,2013,Florida,"4,315",25.8,"16,728,478"
HIV deaths,2013,Florida,"2,001",12,"16,728,478"
HIV prevalence,2013,Florida,"98,034",586,"16,728,478"
AIDS diagnoses,2013,Florida,"2,872",17.2,"16,728,478"
AIDS deaths,2013,Florida,"1,673",10,"16,728,478"
AIDS prevalence,2013,Florida,"55,781",333.4,"16,728,478"
Estimated HIV incidence,2013,Florida,"4,700",28,"16,728,478"
